,loaninterestrate,loanoriginalbalance,loanpaymentcount,debtratio,rbl
7583,9.5,31000.0,72,0.4245,3
13634,6.75,10000.0,0,0.6006,1
13124,6.75,2000.0,0,0.4704,3
215,6.75,1500.0,0,0.3786,3
5279,6.0,7697.49,36,0.2916,1
11913,3.5,14449.21,60,0.3267,1
15452,7.0,9686.3,48,0.5445,2
7901,6.75,5000.0,0,0.2519,1
6849,6.0,14772.77,60,0.2871,1
2862,6.25,3521.0,12,0.3703,2
22499,4.5,14893.0,60,0.6532,1
16632,16.75,16344.44,60,0.2131,5
6195,7.25,18047.16,60,0.2569,1
8174,16.25,2000.0,24,0.307,5
6984,8.25,23117.93,60,0.2462,2
7795,16.5,10701.0,60,0.4048,4
2681,2.49,3000.0,12,2.7078,1
11932,14.5,2000.0,18,0.1767,4
5084,6.0,20000.0,60,0.2563,1
8275,6.25,7500.0,48,0.3459,1
5286,7.25,5900.12,36,0.3624,2
1688,4.0,18650.32,60,0.1327,1
3268,6.75,10000.0,0,0.2308,1
9149,5.75,3045.0,36,0.4891,1
9691,9.75,3157.88,36,0.4298,3
3893,6.75,15000.0,0,0.337,1
4303,2.49,10000.0,12,0.3761,1
5174,6.25,20000.0,60,0.3368,1
2135,6.25,5500.0,48,0.3332,1
15632,3.25,33784.67,60,0.2775,1
469,10.5,10000.0,60,0.2624,3
4477,6.25,3000.0,12,0.3119,2
9278,6.0,9064.0,48,0.4006,4
14394,6.75,24500.0,60,0.4298,1
3179,8.5,10000.0,60,0.8582,2
17759,6.75,5000.0,0,0.1599,4
15356,6.75,25000.0,0,0.5978,1
19114,13.0,500.0,0,0.1165,1
555,8.0,33601.09,60,0.439,3
16304,10.5,9064.26,60,0.3513,3
20471,3.5,27662.82,60,0.383,2
4155,14.75,1000.0,12,0.3415,4
19586,9.75,22306.82,48,0.3359,3
8139,6.25,15000.0,48,0.1439,1
5291,3.0,32690.29,60,0.2549,1
9874,6.75,12791.08,60,0.5422,1
3720,3.75,21280.1,60,0.1221,1
7689,3.75,11200.0,60,0.6109,1
18544,6.75,10000.0,0,0.3342,2
6213,2.75,14000.0,36,0.414,1
4580,7.5,13930.02,48,0.2627,2
13801,12.75,8223.98,36,0.2481,4
15020,5.75,20000.0,60,0.2168,1
17101,6.75,2500.0,0,0.1285,3
18721,4.5,25000.0,60,0.2099,1
920,16.0,5392.55,48,0.3666,4
16505,6.0,3250.0,36,0.4923,2
10460,6.75,1500.0,0,0.4514,4
14295,5.75,16177.86,60,0.2725,1
2331,6.75,3000.0,0,0.1972,3
12890,13.75,17000.0,60,0.1936,4
19456,7.0,21400.0,60,0.4782,2
1105,15.75,8000.0,60,0.3611,4
15503,5.75,10000.0,36,0.3985,1
10125,10.0,11200.0,36,0.2576,3
2659,16.75,5133.89,36,0.2998,5
16520,3.0,21509.12,51,0.2087,1
4742,7.25,20437.57,36,0.3975,2
5248,6.0,20000.0,60,0.2168,1
14412,7.75,12882.0,60,0.0903,2
9891,10.0,6400.0,48,0.2197,3
19813,2.5,19842.7,48,0.138,1
4196,3.0,7978.4,36,0.4346,1
12085,13.75,18941.36,60,0.3876,4
11583,9.5,1500.0,24,0.1527,3
17866,6.0,5000.0,48,0.7022,1
1350,7.0,20000.0,60,0.1837,1
14804,2.5,9000.0,36,0.6218,1
11508,6.0,5000.0,36,0.117,1
15563,6.25,13500.0,24,0.3078,2
11340,2.5,10000.0,36,0.1458,1
21139,5.75,8500.0,48,0.4106,1
2057,15.5,4500.0,36,0.354,4
3344,5.75,15000.0,48,0.4207,2
22191,6.25,17480.0,180,0.3734,1
21479,6.75,19993.23,0,0.2909,4
10026,15.0,11766.84,48,0.1141,4
3969,7.0,6000.0,24,0.3276,2
19443,4.5,14841.95,60,0.4762,1
9122,6.75,10000.0,0,0.3975,1
3136,6.75,3915.0,24,0.3615,2
12363,13.0,1000.0,0,0.6487,3
21117,6.75,9000.0,0,0.3338,2
7056,8.25,7123.1,60,0.3686,2
15256,5.75,15000.0,60,0.6349,1
18647,7.0,12000.0,48,0.4358,3
11654,3.25,11995.0,60,0.2816,1
18615,4.5,12000.0,60,0.1848,1
17843,6.25,14196.68,60,0.1101,1
10914,3.75,40634.08,72,0.1659,1
1925,6.75,2500.0,24,0.1624,2
6309,15.5,4000.0,12,0.2898,5
4676,6.0,30000.0,60,0.3103,1
16559,8.5,28400.0,72,0.4523,3
8249,4.75,7000.0,60,0.4421,2
1430,6.25,5500.0,48,0.1888,1
21700,4.5,10000.0,60,0.0428,1
10626,9.75,5000.0,36,0.147,3
9299,5.75,44321.41,84,0.2613,2
9236,5.75,10000.0,60,0.4166,1
21309,10.5,23345.99,60,0.2504,3
14057,11.0,22624.46,60,0.3279,4
21089,6.75,10000.0,0,0.2329,1
5675,6.75,10000.0,0,0.1552,3
3612,6.0,25341.17,60,0.3949,1
17456,6.75,10000.0,0,0.0691,3
1692,9.5,1000.0,12,0.2512,3
16449,3.25,13255.07,60,0.6103,1
15309,5.75,12000.0,60,0.4425,1
11838,3.0,10000.0,48,0.4772,1
3689,7.5,14575.22,48,0.3919,2
3945,6.75,3000.0,24,0.5437,2
17248,15.25,8677.89,48,0.2105,4
2900,2.49,20000.0,12,0.3251,1
3668,6.75,7000.0,24,0.5211,2
8244,8.25,25698.89,60,0.2324,2
5499,5.5,3000.0,18,0.595,1
20797,6.75,3000.0,0,0.4138,3
15764,4.5,17729.84,60,0.2724,2
3500,8.25,10000.0,60,0.426,2
9798,6.0,10000.0,48,0.4897,1
20311,7.0,13085.36,60,0.1326,2
21564,10.25,10000.0,60,0.8742,3
10157,15.25,4000.0,48,0.0552,1
4964,6.0,27000.0,36,0.3315,1
9057,6.75,8000.0,0,0.3829,3
2205,6.75,15000.0,0,0.6003,1
12654,5.75,5000.0,36,0.4685,1
8971,16.0,15306.96,60,0.2534,4
11049,7.75,25423.04,60,0.4387,2
1832,7.75,15000.0,60,0.4431,3
12148,6.25,6000.0,24,0.3172,2
21310,6.75,10000.0,0,0.8473,1
7660,5.5,3000.0,24,0.3036,1
21475,4.75,10000.0,0,0.3371,1
15414,13.0,500.0,0,0.4364,4
1594,16.6,12585.91,60,0.3115,5
5236,6.0,16000.0,60,0.3314,1
2685,14.75,12718.37,60,0.107,4
22104,4.5,20000.0,60,0.4774,1
11281,7.0,12000.0,48,0.5188,2
14902,6.75,20000.0,0,0.5872,1
16800,6.75,10000.0,0,0.4768,2
20100,6.75,15000.0,0,0.6392,1
12214,3.75,27850.32,70,0.2834,1
9472,6.0,5000.0,36,0.3122,1
4101,15.0,2500.0,24,0.2102,4
3626,15.75,8000.0,48,0.4207,4
7604,6.75,15000.0,0,0.3039,1
8583,16.0,11170.0,48,0.0918,4
13011,11.0,12945.0,60,0.1004,4
16949,15.25,6000.0,48,0.2676,4
7070,6.0,11000.0,60,0.5144,1
7765,7.0,25444.0,60,0.4656,1
13696,5.75,25000.0,60,0.3821,1
12614,10.0,9000.0,48,0.1162,3
11764,7.75,32731.12,60,0.6419,2
14280,7.75,30000.0,60,0.2656,2
21329,7.75,31558.0,72,0.4346,2
19250,15.7,21000.0,60,0.4924,5
6431,14.5,23000.0,60,0.3144,4
21741,6.75,20000.0,0,0.1793,1
21606,4.5,10000.0,60,0.4461,1
13816,8.0,30000.0,60,0.3349,2
14753,6.0,18559.0,60,0.4386,1
19799,9.5,4584.32,36,0.3343,3
3918,8.25,12578.67,60,0.2592,2
21964,4.0,20000.0,72,0.5238,1
6776,6.0,14783.56,60,0.4977,1
16727,6.5,15000.0,48,0.0677,2
13967,14.25,6916.0,48,0.5837,5
14106,5.75,15000.0,60,0.5552,1
11970,9.75,7125.65,36,0.218,3
2112,9.25,21785.67,72,0.3833,3
3802,3.0,20000.0,60,0.2489,1
17995,6.0,6000.0,48,0.3018,1
16048,4.25,28000.0,84,0.3015,1
11822,6.75,10000.0,0,0.1908,1
6878,7.25,6000.0,36,0.3686,2
8392,4.25,20271.07,67,0.3194,1
8239,4.25,36813.85,84,0.285,1
1456,3.0,12599.46,32,0.4455,1
11452,7.75,17687.43,60,0.3023,2
13261,16.0,6000.0,36,0.2772,5
17347,6.75,5000.0,0,0.1797,2
18729,4.0,24738.01,84,0.4749,1
12749,15.75,8703.66,60,0.1441,4
20795,4.5,10000.0,60,0.4668,1
772,6.75,14217.75,36,0.2499,2
3822,9.75,2000.0,24,0.4701,3
8042,4.0,7500.0,36,0.2293,2
20339,6.0,8000.0,60,0.4962,1
14859,6.0,15000.0,48,0.3121,1
1558,10.75,12973.3,60,0.9635,3
2260,16.5,10000.0,60,0.3537,4
13530,13.0,5000.0,0,0.5306,1
16683,15.75,4000.0,36,0.3559,5
15386,13.0,1000.0,0,0.3417,5
14837,6.75,5000.0,0,0.1643,3
21710,6.75,4000.0,0,0.0995,1
5131,15.75,4000.0,36,0.2572,4
8222,17.5,9367.19,60,0.3151,5
22467,5.75,26208.0,120,0.2991,1
1511,6.0,15844.23,60,0.0577,1
16959,10.0,7500.0,48,0.275,3
20273,6.0,8000.0,60,0.0084,1
314,5.75,10000.0,60,0.1862,1
9014,12.0,15000.0,60,0.4446,4
10577,6.0,23979.89,60,0.3711,1
9706,6.75,6000.0,0,0.5853,1
6965,7.75,7000.0,48,0.4398,2
9516,5.5,34203.0,72,0.437,2
13468,4.75,31679.08,72,0.3049,2
14456,6.25,2000.0,24,0.4798,2
20440,10.0,11833.0,60,0.18,3
1826,14.0,17700.3,72,0.4522,4
15571,11.0,27865.0,60,0.4114,4
17218,5.75,10000.0,60,0.406,2
15211,7.25,55000.0,72,0.5265,1
11423,10.25,5781.47,48,0.3081,3
10924,15.75,4660.06,36,0.1695,5
15031,16.0,18032.45,60,0.1473,4
4635,6.75,15000.0,0,0.583,1
12226,15.0,6084.58,48,0.3607,4
1233,16.5,20000.0,60,0.2623,4
21049,6.75,20000.0,0,0.6863,1
3950,15.5,4397.37,36,0.1058,4
10785,3.5,19000.0,60,0.9226,1
22007,7.25,15386.71,60,0.2358,2
16243,7.25,35000.0,72,0.3847,1
3564,10.75,11634.28,60,0.3297,3
2380,6.0,12000.0,60,0.3072,1
18540,6.25,24591.73,60,0.1485,2
17011,5.75,30000.0,60,0.0828,2
18221,6.75,14000.0,0,0.2075,1
18353,7.25,9058.0,60,0.4125,2
16158,6.0,10000.0,60,0.3401,1
12052,10.5,7771.35,60,0.2033,3
6483,6.0,15000.0,60,0.2327,1
16194,6.0,12000.0,60,0.0784,1
7669,6.0,10000.0,60,0.1753,1
15803,16.25,8617.1,48,0.095,5
15883,5.75,10000.0,60,0.4205,1
17513,5.75,15000.0,60,0.3603,1
14284,9.25,3000.0,24,0.2906,3
10829,4.0,9019.6,36,0.4375,2
12904,6.0,12697.64,36,0.4766,3
7855,6.75,2937.82,24,0.4783,2
5087,10.75,17638.1,60,0.2602,3
10234,5.5,2000.0,24,0.2407,1
17803,4.5,17000.0,60,0.3837,2
6636,6.25,3000.0,12,0.2922,2
6424,8.0,37839.08,72,0.258,3
2949,6.0,12000.0,60,0.2837,1
1470,17.6,17722.14,72,0.1828,5
18019,3.0,11000.0,60,0.9392,1
18820,6.0,11314.0,60,0.2678,2
14727,3.25,13000.0,60,0.414,1
21173,5.75,39973.81,120,0.3744,1
12523,13.75,7653.87,28,0.3146,5
1736,15.0,3000.0,24,0.2518,4
5068,6.25,5100.0,48,1.1674,1
6358,3.25,11905.78,48,10.0,1
13444,5.75,20814.1,60,0.1131,1
4668,5.75,2500.0,24,0.4498,1
10918,15.0,6000.0,48,0.3461,4
10281,15.0,5500.0,48,0.119,4
4177,14.5,1000.0,12,0.3575,4
17676,4.5,10000.0,60,0.4095,1
20467,10.0,19453.73,60,0.0459,3
9553,13.0,1000.0,0,0.4895,2
1720,3.75,20000.0,60,0.406,1
5879,6.0,17000.0,60,0.4581,1
5875,3.0,15230.05,60,0.2693,1
6032,7.5,30000.0,72,0.2723,1
1373,7.5,11300.0,48,0.3192,2
6673,6.25,21000.0,60,0.5806,1
11656,15.75,14974.63,60,0.422,4
20006,6.0,9000.0,60,0.7112,1
8797,10.0,15347.0,48,0.3595,3
12600,7.75,27086.38,60,0.2896,2
7727,5.25,2500.0,12,0.6259,1
16415,6.0,20000.0,60,0.3409,1
11651,3.75,7000.0,36,0.4206,2
5218,6.25,29995.63,60,0.2115,1
7606,10.5,4643.99,42,0.3807,3
18934,3.0,14579.25,60,0.4035,1
12627,6.75,5000.0,0,0.4632,2
7845,6.0,5000.0,36,0.1186,1
20283,14.45,7764.0,48,0.3955,4
10057,4.25,32802.54,84,0.1939,1
17536,6.75,10500.0,60,0.3797,2
6783,6.0,10000.0,60,0.1196,1
22057,4.5,25000.0,60,0.421,1
21532,6.75,5000.0,0,0.3506,3
21822,7.25,22862.96,60,0.6537,2
10129,16.0,7625.0,48,0.2952,5
21831,4.5,13500.0,60,0.2474,1
11685,10.0,6926.17,48,0.4663,3
10230,16.0,6638.29,48,0.2565,5
15172,5.75,20000.0,60,0.2205,1
16264,6.75,10000.0,0,0.3671,1
20825,5.25,23468.0,84,0.4324,1
10996,15.75,5000.0,36,0.2925,5
17903,4.5,23300.0,60,0.7122,1
10236,13.0,1000.0,0,0.4036,5
14203,5.75,10000.0,60,0.0468,1
13598,7.75,12490.55,60,0.1772,2
15001,7.25,30000.0,72,0.2562,1
21060,4.5,16995.02,60,0.1811,1
19552,6.75,15000.0,0,0.3067,1
17008,6.0,18000.0,60,0.0631,2
12967,6.75,10000.0,0,0.4492,3
396,6.0,5500.0,48,0.9861,1
19730,5.75,35000.0,72,0.439,1
16695,6.75,25664.25,60,0.1677,1
16461,3.0,25350.0,60,0.8135,1
16217,6.75,10000.0,0,0.3277,3
4956,6.5,2000.0,12,0.5107,2
20316,13.0,1000.0,0,0.0596,5
4293,8.5,16194.97,60,0.2629,2
4323,7.25,5000.0,36,0.3194,2
18555,6.75,30542.0,72,0.4666,1
10432,6.75,5000.0,0,0.3584,1
13038,4.25,29574.84,84,0.3744,1
2392,6.0,20000.0,60,0.3742,1
15217,10.5,10000.0,60,0.2572,3
15151,9.25,3601.21,24,0.3216,3
22440,6.75,5000.0,0,0.5639,1
2314,9.0,54332.32,72,0.2737,2
6882,6.0,9000.0,36,0.3783,1
1330,8.75,40500.0,72,0.5093,2
22233,6.75,500.0,0,0.1918,1
19602,6.75,10000.0,0,1.2173,1
14001,8.0,17398.1,60,0.32,2
6658,15.5,1797.58,12,0.3621,5
21472,7.25,12000.0,60,0.151,2
3963,6.0,25835.48,60,0.2993,1
14333,7.25,29459.86,72,0.4295,1
21251,6.75,20000.0,0,0.3864,1
5022,15.5,1000.0,12,0.0813,5
10172,6.5,4000.0,24,0.0456,2
7728,9.25,2000.0,12,0.3316,3
10260,6.75,750.0,0,0.389,3
17128,7.0,4810.56,48,0.2165,3
7847,15.0,3000.0,18,0.2176,4
22037,6.75,5000.0,0,0.2461,3
13777,5.75,15000.0,60,0.6159,1
20905,3.75,7713.3,60,0.3882,2
9768,5.25,9000.0,24,0.4594,1
7170,3.0,16595.5,36,0.4058,1
4019,8.25,13900.35,60,0.1914,2
937,10.25,13108.02,60,0.3671,3
5156,6.0,10504.45,36,0.1976,1
19248,4.0,29000.0,63,0.2912,2
19378,6.75,2000.0,0,0.4695,2
15924,7.75,18000.0,60,0.4605,2
6434,8.25,24163.0,60,0.5152,2
5881,17.5,10555.44,60,0.4469,5
1214,7.5,8500.0,48,0.1382,2
20660,6.75,1500.0,0,0.1266,1
2229,6.0,5000.0,36,0.615,1
21876,4.5,12000.0,60,0.7517,1
9570,5.75,20000.0,60,0.134,1
17858,4.5,30000.0,60,0.5247,1
808,6.75,16075.32,60,0.4591,1
1533,5.25,18534.0,60,0.1147,2
683,7.75,22000.0,60,0.44,2
3069,6.0,15000.0,60,0.3935,1
22131,13.75,16750.0,60,0.1697,4
21516,10.5,15606.0,60,0.3883,3
10488,5.75,32199.0,60,0.5594,1
14229,3.5,6166.41,36,0.7276,2
19820,6.5,31400.06,72,0.4569,1
19372,6.75,5000.0,0,0.4499,2
21960,6.75,30000.0,0,0.447,2
16204,5.75,15000.0,60,0.2987,1
5999,6.5,1300.0,12,0.546,2
15534,4.25,30123.7,55,0.5085,2
21779,6.75,10000.0,0,0.4015,2
8425,9.75,4000.0,24,0.4371,3
2787,15.5,8102.66,36,0.1549,4
19148,3.75,21262.19,72,0.3942,1
2186,10.6,18537.8,60,0.8058,3
2606,6.0,29997.81,60,0.5775,1
13938,7.0,13982.67,48,0.1501,2
18261,15.25,9000.0,60,0.3928,5
7201,17.5,36539.03,60,0.385,5
9508,4.5,37100.95,69,0.2433,1
786,9.75,13000.0,36,0.1914,3
6009,6.0,26000.0,60,0.2412,1
8186,10.25,6721.0,36,0.3459,3
3592,10.5,4000.0,36,0.404,3
13850,6.75,10000.0,36,0.4522,2
18304,7.5,15665.44,60,0.7779,2
16729,15.75,12000.0,60,0.4193,4
19346,7.0,10000.0,60,0.3068,2
13739,6.75,15000.0,0,0.4899,1
1494,6.25,15000.0,60,0.1135,1
15296,6.75,6294.98,36,0.4825,2
15666,14.25,2169.26,24,0.2777,4
15365,6.75,10000.0,0,0.2483,3
8633,3.5,14979.0,60,0.2771,1
8825,6.75,5000.0,0,0.5164,1
8211,5.5,5000.0,24,0.4695,1
8300,16.5,25000.0,60,0.4243,4
9233,6.25,3500.0,24,0.4713,2
19424,6.5,22513.08,120,0.3129,2
11819,6.75,2500.0,0,0.4675,4
8281,7.25,20000.0,60,0.5994,1
7135,10.75,13823.99,60,0.3815,3
1877,14.0,16946.77,60,0.4035,4
20605,6.75,12000.0,0,0.436,1
14896,5.75,21000.0,60,0.5446,1
4653,6.0,15000.0,60,0.1209,1
6425,14.5,12256.16,60,0.3725,4
14566,8.5,20780.83,60,0.2544,3
6385,6.0,15000.0,60,0.6692,1
9971,6.75,21419.57,60,0.3187,1
6590,10.75,10000.0,60,0.3532,3
1014,6.75,7269.65,60,0.5616,1
16883,6.75,1500.0,0,0.4368,4
12398,14.75,5000.0,36,0.4362,4
8148,8.25,18150.0,60,0.2462,2
20816,13.0,500.0,0,0.1789,1
1037,7.75,22238.0,60,0.2529,2
6340,14.5,19130.54,60,0.1543,4
12896,5.75,30000.0,60,0.3977,1
8939,6.75,14099.26,60,0.3367,1
21125,5.75,38219.88,120,0.3316,1
50,16.0,5578.16,48,0.3414,5
19452,5.75,6100.0,48,0.1884,1
20321,7.0,18500.0,60,0.0483,2
19060,7.5,40000.0,72,0.3867,2
19275,6.5,18404.0,60,0.195,3
6306,6.0,7575.78,36,1.3724,1
15525,6.75,20995.01,0,0.164,1
6959,6.0,12125.1,60,0.8965,1
16080,6.0,15000.0,48,0.4252,1
10885,6.75,10000.0,0,0.3187,3
11293,3.25,26082.69,60,0.3695,1
2095,3.75,24515.72,60,0.2283,1
18104,4.5,43500.0,60,0.524,2
4429,2.49,8500.0,12,0.6902,1
5933,7.25,13920.0,36,0.3172,2
19713,6.25,24848.16,180,0.4379,2
2023,16.5,6122.91,36,0.1632,5
5418,15.75,6000.0,36,0.416,4
2462,5.75,25676.44,72,0.3517,2
21205,6.75,5000.0,60,0.6751,1
15714,6.75,15000.0,0,0.4295,1
17113,6.0,25000.0,48,0.2996,1
18364,4.0,8000.0,48,0.3659,2
13776,7.75,29554.1,60,0.3788,2
20365,13.0,500.0,0,0.3651,1
9112,10.25,5000.0,48,0.1989,3
16086,5.75,6700.0,36,0.2936,1
18969,6.0,15710.0,60,0.4553,2
10846,5.25,5123.96,24,0.8968,1
9598,8.75,44681.81,180,0.2696,1
17890,7.5,10000.0,60,0.3503,2
4213,8.25,11316.83,60,0.302,2
10601,6.0,5000.0,36,0.9939,1
13796,3.0,11664.36,37,0.313,1
19756,5.5,3506.0,36,0.0419,1
3591,15.0,5000.0,24,0.3284,4
10364,8.25,21264.62,72,0.3478,2
7388,13.0,1500.0,0,0.0966,0
1790,5.0,2000.0,12,0.8599,1
15559,8.25,23000.0,72,0.4748,2
3311,10.25,8000.0,36,0.3252,3
17409,7.75,15956.0,60,0.2558,2
11032,10.0,3000.0,36,0.3876,3
19440,4.5,10000.0,60,0.2219,1
17887,13.0,500.0,0,2.1561,1
2252,6.0,15000.0,60,0.6077,1
19560,6.75,5000.0,0,0.2125,1
11561,9.5,3390.0,18,0.452,3
11255,4.25,36521.55,84,0.2137,1
8502,8.25,20248.64,60,0.3477,2
6751,16.5,8400.0,60,0.2603,4
20253,7.0,16505.16,60,0.2154,2
15427,6.75,10000.0,0,0.4973,1
10251,6.75,29734.26,0,0.0401,1
2743,6.75,11444.53,51,0.2557,3
17872,6.0,16544.81,48,0.3809,1
13940,13.0,500.0,0,0.3072,2
3020,2.49,6000.0,12,0.6733,1
9909,5.0,15000.0,60,0.2095,1
6394,3.75,11918.53,72,0.1575,1
11821,7.75,10000.0,60,0.331,2
4557,10.5,5000.0,48,0.2026,3
20,6.5,1000.0,12,0.3634,2
19762,10.0,17000.0,60,0.2973,3
3938,6.0,46429.68,60,0.3892,1
10938,6.75,15000.0,0,0.3874,1
5234,6.0,5000.0,36,0.4545,1
2552,6.0,15000.0,60,0.3509,1
11901,6.75,2000.0,0,0.1124,3
3887,8.25,18200.0,60,0.0892,2
2851,7.75,16426.66,60,0.2687,3
17118,5.75,9500.0,60,0.2389,2
17224,6.75,30000.0,0,0.1181,1
18102,7.75,22223.0,72,0.4437,2
9919,14.25,5664.21,24,0.2967,4
9495,6.75,34200.0,60,0.5825,1
5835,6.0,17000.0,60,0.3446,1
10209,6.75,4000.0,0,0.432,4
17451,4.25,29020.7,60,0.4361,2
15128,7.75,16000.0,60,0.4543,2
1626,4.5,41210.57,84,0.1552,1
16676,3.25,19800.0,60,0.131,1
1004,7.0,30000.0,60,0.2041,1
2142,15.75,21078.71,72,0.0534,4
3207,6.75,7000.0,0,0.3087,1
5445,16.5,5000.0,60,0.4861,4
12187,13.0,1000.0,0,0.1557,2
3183,13.75,34161.88,72,0.375,4
3891,6.75,3500.0,24,0.2862,2
14836,6.75,30000.0,0,0.5484,1
2436,8.74,26377.41,84,0.2841,3
17339,9.75,7000.0,36,0.4074,4
8897,5.75,10000.0,60,0.6634,1
15543,10.25,15000.0,60,0.4846,3
15472,6.0,5000.0,60,0.5691,3
1343,14.75,15912.72,60,0.1009,4
17946,10.25,10366.61,48,0.1474,4
17509,6.75,5000.0,0,0.2612,1
14677,7.25,20000.0,60,0.5197,2
18476,3.25,8928.0,60,0.5072,1
13446,7.75,20760.0,60,0.1318,2
5059,6.25,15000.0,60,0.5524,1
21508,10.25,14628.02,60,0.1757,4
17927,7.0,7500.0,48,0.2581,2
5769,16.25,3000.0,24,0.2338,5
595,16.5,23500.0,60,0.2549,4
6874,2.75,24021.07,36,0.2709,1
4610,16.0,3000.0,24,0.3383,5
12140,5.75,16159.0,60,0.4016,1
12324,5.75,20117.87,60,0.766,1
2801,7.0,9303.79,60,0.4362,1
15951,5.75,6131.73,36,0.2873,1
310,6.75,15000.0,0,0.1932,2
16003,8.25,29330.25,72,0.3169,2
4928,11.7,14500.0,60,0.184,5
19519,6.0,13829.2,60,0.162,1
22033,6.75,10000.0,0,0.6442,1
2472,6.25,21890.0,60,0.4813,1
18936,2.75,20718.91,60,0.2024,1
11029,5.25,3000.0,24,0.9314,1
11985,9.5,4555.0,24,0.355,3
2340,6.25,10000.0,48,0.4356,1
13731,6.75,19709.77,60,0.5422,1
14212,7.25,11000.0,48,0.4136,2
10693,6.75,7120.0,36,0.1248,2
3342,6.0,10000.0,36,0.4846,1
10417,6.75,3000.0,0,0.2645,4
8422,7.5,36178.06,72,0.2977,1
15072,7.0,15343.89,60,0.6395,1
13952,6.75,11415.52,36,0.3668,2
3834,7.25,17600.0,60,0.5378,1
18021,4.0,20000.0,72,0.5096,2
11120,7.75,7558.91,60,0.3115,2
5896,3.25,11669.42,48,0.1218,1
1512,8.25,20000.0,60,0.5499,2
12335,4.25,13933.38,56,0.4301,2
8305,15.25,3266.13,24,0.4425,4
2296,7.0,14000.0,60,0.2943,1
10141,6.25,3000.0,24,0.3316,2
7541,8.25,11013.47,60,0.391,2
6467,3.25,8420.4,48,0.6519,1
11390,3.25,17000.0,60,1.1461,1
6321,3.5,18500.0,60,0.4709,1
21327,4.25,13673.85,60,0.1172,2
1203,9.75,7000.0,24,0.1216,3
3777,10.5,7597.47,48,0.3695,3
4204,5.5,5000.0,24,0.2861,1
16630,5.75,4000.0,36,0.4775,1
22008,3.25,22310.18,60,0.2461,1
4511,5.0,10800.0,48,0.49,2
21051,2.5,21558.39,60,0.494,2
5671,5.5,6000.0,24,0.1019,1
6970,15.5,6765.43,36,0.2366,4
7316,6.25,1500.0,12,0.1458,2
6310,4.5,6887.72,48,0.2228,2
8334,7.0,23609.96,60,0.3568,1
15093,7.25,37500.0,72,0.824,1
2092,6.75,15000.0,0,0.3194,1
1060,15.75,14554.92,60,0.3935,4
8917,8.0,25000.0,60,0.3374,2
18829,6.5,5000.0,36,0.4983,2
13748,6.75,6361.13,36,0.1508,2
16963,5.75,15000.0,36,0.4735,1
19015,9.5,4000.0,36,0.4089,3
18867,10.0,10000.0,60,0.2392,3
16475,14.75,5500.0,36,0.3327,4
13669,9.75,6000.0,36,0.4,3
256,10.5,13000.0,60,0.2312,3
14006,8.0,23997.91,60,0.4721,2
16353,7.75,32458.0,60,0.3536,2
4718,3.0,7000.0,36,0.4832,1
7588,9.25,1500.0,12,0.1944,3
16490,4.0,34203.1,72,0.5138,1
8998,10.25,8970.0,60,0.3503,3
1366,4.25,35367.32,84,0.6219,1
8322,4.25,18018.06,60,0.3594,2
3104,5.5,10000.0,24,0.3646,1
3658,6.0,30000.0,60,0.1954,1
15406,6.0,2000.0,48,1.1959,5
7485,5.0,32000.0,72,0.1533,2
20578,6.75,1500.0,0,0.0931,1
12477,10.25,10000.0,60,0.375,3
4968,3.75,31291.0,72,0.2514,1
3456,6.5,1000.0,12,0.3458,2
18756,13.0,500.0,0,0.1618,5
8603,7.0,15000.0,60,0.2449,1
17325,6.75,17040.56,60,0.2242,3
16610,3.0,30700.34,60,0.1458,1
15378,10.25,10000.0,60,0.3449,3
8735,16.0,2500.0,24,0.4017,5
4699,9.75,3500.0,24,0.1666,3
7592,6.75,15000.0,0,0.3084,1
20775,13.0,1000.0,0,0.0451,4
3685,3.75,18059.66,60,0.3868,1
17092,6.75,15000.0,0,0.5917,1
13357,7.75,29788.63,60,0.1002,2
2705,13.0,500.0,0,0.2338,5
11734,8.75,34855.53,84,0.2094,4
4975,3.75,12377.18,60,0.5749,1
21586,13.0,1000.0,0,0.1442,4
16079,3.25,20000.0,60,0.8539,1
1581,6.5,20000.0,60,0.3113,2
6930,16.5,6028.02,36,0.621,5
4405,6.0,14136.19,36,0.3452,1
8930,6.75,15000.0,0,0.3296,1
16705,6.0,8271.38,48,0.5577,1
20431,4.0,39000.0,60,0.2641,2
9637,5.75,25000.0,60,0.3303,1
14870,10.25,27000.0,60,0.4132,3
12158,10.25,10000.0,60,0.2157,3
1285,6.0,19600.0,60,0.5998,1
21591,4.5,10000.0,60,0.6015,1
13706,6.75,8280.23,36,0.2362,2
8330,10.0,3000.0,24,0.3025,3
17762,6.75,3000.0,0,0.2073,0
19791,2.75,42046.72,60,0.5551,1
5714,10.5,15563.14,48,0.2395,3
15717,6.0,5500.0,48,0.0413,1
3882,6.25,7500.0,36,0.3548,1
1899,5.0,2400.0,12,0.507,1
12981,4.5,28594.73,60,0.4533,2
14307,3.25,15982.05,60,0.676,1
6191,6.75,6000.0,24,0.4766,2
22129,6.75,15000.0,0,0.4098,1
4789,6.0,28914.83,60,0.392,1
4247,5.5,3000.0,24,1.1906,1
11194,10.0,5000.0,48,0.0454,3
9828,13.0,500.0,0,0.5459,2
3651,7.75,14300.0,48,0.2293,2
